epoch,categorical_accuracy,loss,recall_1,val_categorical_accuracy,val_loss,val_recall_1
0,0.6526058316230774,0.6647251844406128,0.6526058316230774,0.6618182063102722,0.664344310760498,0.6618182063102722
1,0.7346745133399963,0.529854953289032,0.7346745133399963,0.7624242305755615,0.5038691759109497,0.7624242305755615
2,0.7764077186584473,0.4684675335884094,0.7764077186584473,0.807272732257843,0.41259443759918213,0.807272732257843
3,0.7980730533599854,0.43506503105163574,0.7980730533599854,0.8234343528747559,0.3845735788345337,0.8234343528747559
4,0.8158945441246033,0.4049991965293884,0.8158945441246033,0.838787853717804,0.36372557282447815,0.838787853717804
5,0.831619381904602,0.37686818838119507,0.831619381904602,0.8016161322593689,0.45110321044921875,0.8016161322593689
6,0.8313198685646057,0.37111103534698486,0.8313198685646057,0.7672727108001709,0.5207841992378235,0.7672727108001709
7,0.846345841884613,0.3514833450317383,0.846345841884613,0.834343433380127,0.36700165271759033,0.834343433380127
8,0.847693681716919,0.34529387950897217,0.847693681716919,0.8581818342208862,0.32407447695732117,0.8581818342208862
